numsolution,codelangue,jauge_cout,jauge_gain,titre,definition,3,4,application,6,7,8,9,10,11,12
1125,2,2.0,3.0,Gestion du poste pneumatique dans une flotte de poids lourds,"Gestion externalisée du poste pneumatique dans une flotte de poids lourds.
Des pneus usés ou mal entretenus sont responsables d'une surconsommation de carburant (trop grande résistance au roulement, usure rapide à cause d'un mauvais gonflage, etc...). Il est donc nécessaire de faire un suivi régulier de l'état des pneus. 
Lorsqu'un pneu est usé, on peut le recreuser. Lors de la nouvelle usure, il est possible de le rechaper (pose d'une nouvelle couche de gomme), puis de le recreuser à nouveau. Ceci allonge sa durée de vie et permet de faire des économies sur l'achat des pneus, tout en gardant une sécurité de conduite optimale.
Il faut également surveiller le gonflage, selon la charge du poids lourd, et palier aux petites réparations nécessaires.",,,"Ce suivi des pneumatiques est essentiel pour une société de transport possédant une grande flotte de poids lourds. Les pneus sont usés rapidement par les kilomètres et la charge importante. Ce suivi garantit des économies et un maintien de la performance et de la sécurité.
 ","La résistance au roulement d'un pneu recreusé est réduite d'environ 25% par rapport à un pneu neuf. Cependant, le rendement kilométrique est optimisé de 15 à 30%, sans altérer les performances des pneumatiques. Le gonflage influence beaucoup la consommation de carburant. 
Avec ce suivi des pneumatiques de poids lourds, on observe une réduction de la consommation en carburant, des économies financières et un maintien de la sécurité.
 ",,,,"
Suivi des pneus de toute une flotte de poids lourds
",,"
Prolongation de la durée de vie des pneus
Meilleure sécurité
Entretien régulier
"
1125,3,2.0,3.0,Tire management position in a fleet of trucks,Gestion externalisée du poste pneumatique dans une flotte de poids lourds,,,"Ce suivi des pneumatiques est essentiel pour une société de transport dont la flotte de poids lourd est importante. Les pneus sont usés rapidement par les kilomètres et la charge importante. Ce suivi garantit des économies et un maintien de la performance et de la sécurité.
 ","La résistance au roulement d'un pneu recreusé est réduite d'environ 25% par rapport à un pneu neuf. Cependant, le rendement kilométrique est optimisé de 15 à 30%, sans altérer les performances des pneumatiques. Le gonflage influence beaucoup la consommation de carburant. 
Avec ce suivi des pneumatiques de poids lourds, on observe une réduction de la consommation en carburant, des économies financières et un maintien de la sécurité.
 ",,,,"
Suivi des pneus de toute une flotte de poids lourds
",,"
Prolongation de la durée de vie des pneus
Meilleure sécurité
Entretien régulier
"
1125,4,2.0,3.0,Gestión externalizada por el puesto neumático en una flota de vehículos de carga pesada,Gestion externalisée du poste pneumatique dans une flotte de poids lourds,,,"Ce suivi des pneumatiques est essentiel pour une société de transport dont la flotte de poids lourd est importante. Les pneus sont usés rapidement par les kilomètres et la charge importante. Ce suivi garantit des économies et un maintien de la performance et de la sécurité.
 ","La résistance au roulement d'un pneu recreusé est réduite d'environ 25% par rapport à un pneu neuf. Cependant, le rendement kilométrique est optimisé de 15 à 30%, sans altérer les performances des pneumatiques. Le gonflage influence beaucoup la consommation de carburant. 
Avec ce suivi des pneumatiques de poids lourds, on observe une réduction de la consommation en carburant, des économies financières et un maintien de la sécurité.
 ",,,,"
Suivi des pneus de toute une flotte de poids lourds
",,"
Prolongation de la durée de vie des pneus
Meilleure sécurité
Entretien régulier
"
1126,2,2.0,3.0,Gestion  du poste pneumatique dans une flotte de transport de personnes,"Gestion externalisée du poste pneumatique dans une flotte de transport de personnes.
Des pneus usés ou mal entretenus sont responsables d'une surconsommation de carburant (trop grande résistance au roulement, usure rapide à cause d'un mauvais gonflage, etc...). Il est donc nécessaire de faire un suivi régulier de l'état des pneus. 
Lorsqu'un pneu est usé, on peut le recreuser. Lors de la nouvelle usure, il est possible de le rechaper (pose d'une nouvelle couche de gomme), puis de le recreuser à nouveau. Ceci allonge sa durée de vie et permet de faire des économies sur l'achat des pneus, tout en gardant une sécurité de conduite optimale.
Il faut également surveiller le gonflage, selon la charge du véhicule, et palier aux petites réparations nécessaires.
 
 ",,,Ce suivi des pneumatiques est essentiel pour une société de transport possédant une grande flotte de véhicules. Les pneus sont usés rapidement par les kilomètres et la charge importante. Ce suivi garantit des économies et un maintien de la performance. Il atteste également d'une sécurité pour les passagers et le conducteur.,"La résistance au roulement d'un pneu recreusé est réduite d'environ 25% par rapport à un pneu neuf. Cependant, le rendement kilométrique est optimisé de 15 à 30%, sans altérer les performances des pneumatiques. Le gonflage influence beaucoup la consommation de carburant. 
Avec ce suivi des pneumatiques de transports de personnes, on observe une réduction de la consommation en carburant, des économies financières et un maintien de la sécurité.
 ",,,,"
Suivi des pneus de toute une flotte de transport de personnes (autocars, etc...)
",,"
Prolongation de la durée de vie des pneus
Meilleure sécurité
Entretien régulier
"
1126,3,2.0,3.0,Tire management position in a fleet of transport of persons,Gestion externalisée du poste pneumatique dans une flotte de transport de personnes,,,Ce suivi des pneumatiques est essentiel pour une société de transport possédant une grande flotte de véhicules. Les pneus sont usés rapidement par les kilomètres et la charge importante. Ce suivi garantit des économies et un maintien de la performance. Il atteste également d'une sécurité pour les passagers et le conducteur.,"La résistance au roulement d'un pneu recreusé est réduite d'environ 25% par rapport à un pneu neuf. Cependant, le rendement kilométrique est optimisé de 15 à 30%, sans altérer les performances des pneumatiques. Le gonflage influence beaucoup la consommation de carburant. 
Avec ce suivi des pneumatiques de transports de personnes, on observe une réduction de la consommation en carburant, des économies financières et un maintien de la sécurité.
 ",,,,"
Suivi des pneus de toute une flotte de transport de personnes (autocars, etc...)
",,"
Prolongation de la durée de vie des pneus
Meilleure sécurité
Entretien régulier
"
1126,4,2.0,3.0,Gestión externalizada por el puesto neumático en una flota de transporte de personas,Gestion externalisée du poste pneumatique dans une flotte de transport de personnes,,,Ce suivi des pneumatiques est essentiel pour une société de transport possédant une grande flotte de véhicules. Les pneus sont usés rapidement par les kilomètres et la charge importante. Ce suivi garantit des économies et un maintien de la performance. Il atteste également d'une sécurité pour les passagers et le conducteur.,"La résistance au roulement d'un pneu recreusé est réduite d'environ 25% par rapport à un pneu neuf. Cependant, le rendement kilométrique est optimisé de 15 à 30%, sans altérer les performances des pneumatiques. Le gonflage influence beaucoup la consommation de carburant. 
Avec ce suivi des pneumatiques de transports de personnes, on observe une réduction de la consommation en carburant, des économies financières et un maintien de la sécurité.
 ",,,,"
Suivi des pneus de toute une flotte de transport de personnes (autocars, etc...)
",,"
Prolongation de la durée de vie des pneus
Meilleure sécurité
Entretien régulier
"
1128,2,3.0,3.0,Optimisation du réseau de chauffage,"Optimiser le réseau de chauffage. Pour cela, vérifier le bon fonctionnement des vannes trois voies, revoir le dimensionnement du réseau pour supprimer les lignes parallèles inutiles et vérifier l'état des purgeurs qui peuvent être défaillants. Des bouclages de réseau entre les lignes peuvent être réalisés pour mieux atteindre les températures de consigne aux extrémités du réseau.",,,La solution s'applique aux site industriels utilisant un chauffage centralisée couplée à une distribution par eau chaude.,,,,,"
Reprise complète des réseaux",,"
Amélioration du confort de chauffage
Atteinte des températures de consigne en bout de ligne"
1128,3,3.0,3.0,Optimization of district heating,"Optimize the heating network. To do this, check the operation of three-way valves, review the design of the network to eliminate unnecessary parallel lines and check the traps that may be faulty. Closures network between the lines can be made to better achieve the target temperatures at the ends of the network.",,,The solution applies to industrial site that is coupled to a central heating hot water distribution.,,,,,"
Full recovery networks",,"
Improved heating comfort
Attainment of target temperatures ultimately"
1128,4,3.0,3.0,Optimización de la red de calefacción,"Optimizar la red de calefacción. Para ello, comprobar el funcionamiento de las válvulas de tres vías, revisar el diseño de la red para eliminar las líneas paralelas innecesarias y comprobar las trampas que pueden estar defectuosas. El cierre de redes entre las líneas se puede hacer para alcanzar mejor los objetivos de temperaturas en el extremo de la red.",,,La solución se aplica al sitio industrial que está acoplado a un sistema de calefacción de distribución de agua caliente central.,,,,,"
Redes de recuperación completas",,"
Mejora del confort de calefacción
Alcance de temperaturas de cosigna en última instancia."
1129,2,2.0,2.0,Cycles frigorifiques performants,"La production de froid consiste en réalité non pas à « fabriquer » du froid mais à absorber la chaleur du milieu que l’on souhaite refroidir.
On emploie un fluide frigorigène que l’on va successivement comprimer puis détendre. Son rôle est d’absorber la chaleur du milieu à refroidir par passage de l’état liquide à l’état gazeux puis de l’évacuer dans un autre milieu lors de sa condensation.
Les critères de choix d’un fluide frigorigène vont relever de son efficacité thermodynamique, ses propriétés physiques qui vont influer sur la conception et la technologie des installations, ses propriétés liées à la sécurité (inflammabilité, toxicité) et enfin, son impact environnemental.",,,"La production de froid est très répandue dans le secteur industriel (agro-alimentaire, chimie…), la grande distribution, ainsi que pour la climatisation dans les bâtiments.
L’impact environnemental des fluides frigorigènes est défini par deux indicateurs. Le PDO est le Potentiel de Détérioration de la couche d'Ozone et le PRG (Potentiel de Réchauffement Global) quantifie l’impact sur l’effet de serre.
Il existe différents types de fluides frigorigènes :

Les CFC et HCFC : relativement stables mais PDO élevé.
Les HFC : PDO faible mais PRG élevé.
Les fluides dits « naturels » tels que le C02 et l’ammoniac.
Le protocole de Montréal (1987) impose une réduction progressive des fluides destructeurs de couche d’ozone, les CFC ont été interdits dès 2000 et les HCFC (ex : R-22) seront interdits au 1er janvier 2015.","Les principaux éléments d’une installation frigorifique sont le compresseur, le condenseur, le détendeur et l’évaporateur.
L’efficacité d’un cycle frigorifique est définie par son coefficient de performance ou COP. Ce coefficient est le rapport entre l’énergie absorbée à l’évaporateur et l’énergie consommée par le compresseur.",img/solution/uti/frd/1129_bilan.jpg,Le cycle frigorigique,,"
Le changement pour un fluide frigorigène naturel impose des modifications sur l’installation.
Contraintes de sécurité et de maintenance plus accrues.
Contrôle régulier des fuites.",de la consommation électrique des centrales frigorifiques,"
Mise en conformité avec la réglementation.
Diminution de l’impact environnemental."
